File name;Sa;Sz;Str;Spc;Sdr;Sq;Ssk;Sku;Sp;Sv;Sal;Std;Sdq;Spd;Sk;Spk;Svk;Smr1;Smr2;Sxp;Vvv;Vvc;Vmp;Vmc;Area size;Class_1;Class_2
20240718140814_Y4_X3;5,849;95,529;0,154;563,780;0,3632;8,212;1,109;8,089;61,506;34,023;213,472;3,200;0,956;6041,849;16,446;13,738;8,517;11,632;88,969;17,803;0,894;8,384;0,723;5,952;5698488,305;10;10
20240718140814_Y4_X4;5,886;97,651;0,216;548,585;0,4002;8,451;1,547;10,014;62,294;35,356;298,547;1,900;1,013;6475,232;16,922;15,306;7,821;10,914;90,250;18,444;0,810;8,312;0,797;5,997;5698488,305;10;10
20240718140814_Y5_X3;5,466;79,467;0,081;645,745;0,5381;7,261;0,283;4,695;44,077;35,389;75,463;2,700;1,191;7140,607;16,179;9,753;8,499;11,801;90,112;15,349;0,846;8,253;0,492;5,727;5698488,305;10;10
20240718140814_Y5_X4;5,140;74,780;0,140;605,696;0,4742;6,696;0,136;3,749;36,008;38,772;86,726;2,400;1,104;6929,720;14,955;8,377;7,037;11,527;87,265;13,989;0,789;7,775;0,414;5,717;5698488,305;10;10
20240718140814_Y6_X3;6,007;116,299;0,161;590,933;0,4633;8,222;1,461;9,888;81,085;35,214;222,938;180,000;1,098;7005,351;17,289;13,132;6,670;13,142;92,192;19,166;0,709;9,084;0,711;6,119;5698488,305;10;10
20240718140814_Y6_X4;6,820;84,158;0,165;522,642;0,3882;8,847;0,819;4,598;47,610;36,548;228,149;0,000;1,000;6546,641;19,361;13,069;6,690;14,966;92,747;22,861;0,745;10,624;0,709;7,013;5698488,305;10;10
20240718140814_Y7_X3;7,100;79,731;0,191;504,242;0,3242;8,799;0,214;2,882;50,483;29,248;267,726;180,000;0,901;6614,006;23,365;9,483;5,710;9,086;89,969;18,031;0,839;10,777;0,483;8,339;5698488,305;10;10
20240718140814_Y7_X4;6,712;69,978;0,234;525,497;0,3534;8,467;0,289;3,097;39,967;30,011;328,733;180,000;0,950;6405,229;20,781;9,879;5,924;11,274;88,521;18,069;0,818;10,566;0,487;7,839;5698488,305;10;10
20240918160106_Y2_X5;18,384;274,072;0,139;653,403;0,4528;24,689;-0,762;4,995;158,033;116,040;103,449;0,000;1,132;3021,189;50,005;17,534;42,734;10,131;85,225;35,851;4,219;24,515;0,875;19,462;5698488,305;10;10
20240918160106_Y2_X6;15,384;182,291;0,063;673,153;0,5101;20,757;-1,342;7,001;62,667;119,625;67,202;177,300;1,256;3553,243;41,881;14,151;35,546;7,096;84,268;28,615;3,493;18,554;0,748;16,496;5698488,305;10;10
20240918160106_Y2_X7;19,467;402,473;0,049;693,395;0,7053;30,454;-0,359;11,037;292,888;109,584;66,957;180,000;1,616;3837,122;40,724;41,015;69,321;9,785;84,162;50,984;6,202;20,031;2,029;16,465;5698488,305;10;10
